#,Unnamed: 1,Zip Code,P. Type,Stat,Address,Current Price,BldgDes,Sub,Approx Liv Area,Beds Total,Baths Total,Garage,Pv Pool,Spa,Year Built,Actual Close Date,DOM,price_clean,sqft
1,2705379,89012,RES,S,569 Cypress Gardens PL,"$365,000 ",1STORY,SFR,"1,036",2,2,2,N,N,2000,11/7/2025,82,365000.0,1036.0
1,2689564,89074,RES,S,79 Magical Mystery LN,"$364,000 ",1STORY,SFR,"1,000",2,2,2,N,N,1994,11/7/2025,130,364000.0,1000.0
1,2737286,89123,RES,S,999 Country Skies AVE,"$362,500 ",1STORY,SFR,"1,088",2,2,2,N,N,1998,1/5/2026,16,362500.0,1088.0
1,2668908,89012,RES,S,570 Cypress Gardens PL,"$362,000 ",1STORY,SFR,"1,036",2,2,2,N,N,2000,10/30/2025,160,362000.0,1036.0
1,2729930,89131,RES,S,8133 Broken Spur LN,"$361,950 ",1STORY,SFR,"1,065",2,2,2,N,N,1996,11/20/2025,1,361950.0,1065.0
1,2727967,89011,RES,S,1076 Blue Sands CT,"$360,000 ",1STORY,SFR,"1,127",2,2,2,N,N,1999,12/9/2025,30,360000.0,1127.0
1,2726062,89148,RES,S,7226 Freedom Ring ST,"$360,000 ",2STORY,SFR,"1,266",2,2,1,N,N,2004,11/13/2025,7,360000.0,1266.0
1,2719756,89117,RES,S,3328 Altamar LN,"$360,000 ",1STORY,SFR,"1,101",2,2,2,N,N,1988,12/1/2025,36,360000.0,1101.0
1,2717585,89074,RES,S,43 Fantasia LN,"$360,000 ",1STORY,SFR,"1,135",2,2,2,N,N,1989,12/23/2025,72,360000.0,1135.0
1,2715962,89134,RES,S,3104 Brightridge DR,"$360,000 ",1STORY,SFR,"1,105",2,2,2,N,N,1989,10/29/2025,35,360000.0,1105.0
1,2711975,89086,RES,S,1130 Blissful Plains AVE,"$360,000 ",2STORY,SFR,"1,555",2,3,2,N,N,2020,12/1/2025,66,360000.0,1555.0
1,2706124,89183,RES,S,694 Baldurn AVE,"$360,000 ",2STORY,SFR,"1,529",2,3,2,N,N,2000,12/12/2025,78,360000.0,1529.0
1,2724719,89134,RES,S,11017 Clear Meadows DR,"$359,000 ",1STORY,SFR,"1,165",2,2,2,N,N,1996,12/5/2025,56,359000.0,1165.0
1,2705549,89149,RES,S,5144 Forest Oaks DR,"$358,000 ",1STORY,SFR,"1,495",2,2,2,N,N,1994,11/17/2025,57,358000.0,1495.0
1,2729449,89128,RES,S,7228 Single Pine DR,"$357,500 ",1STORY,SFR,"1,131",2,2,2,N,N,1991,12/22/2025,29,357500.0,1131.0
1,2732018,89084,RES,S,7460 Chaffinch ST,"$355,000 ",1STORY,SFR,"1,570",2,2,2,N,N,2007,11/26/2025,13,355000.0,1570.0
1,2726605,89129,RES,S,8820 Cornwall Glen AVE,"$355,000 ",2STORY,SFR,"1,347",2,3,2,N,N,1998,12/9/2025,8,355000.0,1347.0
1,2724906,89148,RES,S,7223 Proud Patriot ST,"$355,000 ",2STORY,SFR,"1,301",2,3,1,N,N,2004,11/17/2025,10,355000.0,1301.0
1,2722170,89108,RES,S,6508 Faith Peak DR,"$355,000 ",1STORY,SFR,"1,081",2,2,2,N,N,1984,12/8/2025,41,355000.0,1081.0
1,2719147,89123,RES,S,1077 Adelman DR,"$355,000 ",1STORY,SFR,"1,056",2,2,2,N,N,1990,12/15/2025,56,355000.0,1056.0
1,2712132,89145,RES,S,120 Firestone DR,"$355,000 ",2STORY,SFR,"1,161",2,2,1,N,N,1983,12/10/2025,83,355000.0,1161.0
1,2710569,89084,RES,S,2509 Great Auk AVE,"$355,000 ",1STORY,SFR,"1,157",2,2,2,N,N,2008,12/5/2025,75,355000.0,1157.0
1,2720764,89128,RES,S,2208 Ladue DR,"$354,888 ",1STORY,SFR,"1,364",2,2,2,N,N,1986,11/25/2025,6,354888.0,1364.0
1,2693884,89108,RES,S,1708 Anzio ST,"$352,880 ",1STORY,SFR,"1,152",2,2,2,N,N,1988,12/1/2025,79,352880.0,1152.0
1,2713908,89123,RES,S,2260 Crooked Creek AVE,"$352,500 ",1STORY,SFR,"1,176",2,2,2,N,N,2000,11/5/2025,9,352500.0,1176.0
1,2737997,89134,RES,S,2412 Springridge DR,"$350,000 ",1STORY,SFR,"1,119",2,2,2,N,N,1990,1/6/2026,16,350000.0,1119.0
1,2732576,89012,RES,S,438 Fountain Grove ST,"$350,000 ",1STORY,SFR,"1,495",2,2,2,N,N,1996,11/26/2025,6,350000.0,1495.0
1,2731411,89108,RES,S,1104 Coral Isle WAY,"$350,000 ",1STORY,SFR,"1,185",2,2,2,N,N,1987,12/11/2025,13,350000.0,1185.0
1,2725215,89012,RES,S,2142 High Mesa DR,"$350,000 ",1STORY,SFR,"1,214",2,2,2,N,N,1997,10/29/2025,4,350000.0,1214.0
1,2719558,89134,RES,S,2516 Desert Sands DR,"$350,000 ",1STORY,SFR,"1,188",2,2,2,N,N,1990,12/12/2025,68,350000.0,1188.0
1,2717566,89029,RES,S,1221 Golf Club DR,"$350,000 ",1STORY,SFR,"1,850",2,2,3,N,N,2000,11/13/2025,3,350000.0,1850.0
1,2713343,89108,RES,S,1825 Ann Greta DR,"$350,000 ",1STORY,SFR,"1,027",2,2,2,N,N,1985,11/4/2025,35,350000.0,1027.0
1,2713007,89139,RES,S,6132 Wild Waters AVE,"$350,000 ",2STORY,SFR,"1,311",2,3,1,N,N,2005,10/9/2025,8,350000.0,1311.0
1,2710506,89119,RES,S,7146 Magic Moment LN,"$350,000 ",1STORY,SFR,995,2,2,2,N,N,1986,11/12/2025,56,350000.0,995.0
1,2708591,89002,RES,S,1091 Paradise Resort DR,"$350,000 ",2STORY,SFR,"1,296",2,3,1,N,N,2005,11/18/2025,39,350000.0,1296.0
1,2717718,89084,RES,S,7751 Widewing DR,"$349,500 ",1STORY,SFR,"1,157",2,2,2,N,N,2006,10/23/2025,28,349500.0,1157.0
1,2722354,89122,RES,S,5030 East Hacienda AVE,"$349,000 ",1STORY,SFR,"1,014",2,2,2,N,N,1982,12/22/2025,34,349000.0,1014.0
1,2715180,89139,RES,S,6126 Crow Butte CT,"$348,000 ",2STORY,SFR,"1,170",2,3,1,N,N,2006,10/17/2025,9,348000.0,1170.0
1,2736847,89134,RES,S,11025 Hawk Valley AVE,"$347,000 ",1STORY,SFR,"1,179",2,2,2,N,N,1996,11/26/2025,0,347000.0,1179.0
1,2729281,89149,RES,S,7808 Quill Gordon AVE,"$345,000 ",1STORY,SFR,964,2,2,2,N,N,1999,12/19/2025,33,345000.0,964.0
1,2722866,89061,RES,S,4614 Cactus Canyon DR,"$345,000 ",1STORY,SFR,"1,464",2,2,2,N,N,2025,12/10/2025,27,345000.0,1464.0
1,2722325,89148,RES,S,6770 Firewood DR,"$345,000 ",2STORY,SFR,"1,503",2,3,1,N,N,2004,12/18/2025,55,345000.0,1503.0
1,2705480,89061,RES,S,4938 East Beacon Ridge DR,"$345,000 ",1STORY,SFR,"1,644",2,2,2,N,N,2019,11/12/2025,77,345000.0,1644.0
1,2703110,89147,RES,S,4658 Cosley DR,"$345,000 ",1STORY,SFR,"1,050",2,2,2,N,N,1988,12/12/2025,106,345000.0,1050.0
1,2727667,89014,RES,S,1461 Harmony Hill DR,"$340,000 ",1STORY,SFR,"1,329",2,2,2,N,N,1989,12/31/2025,47,340000.0,1329.0
1,2719954,89011,RES,S,527 Holick AVE,"$340,000 ",1STORY,SFR,939,2,2,2,N,N,1983,12/12/2025,62,340000.0,939.0
1,2718125,89156,RES,S,2984 Galena Peak LN,"$340,000 ",1STORY,SFR,"1,350",2,2,2,N,N,1997,12/18/2025,75,340000.0,1350.0
1,2717173,89110,RES,S,1001 Declaration DR,"$340,000 ",1STORY,SFR,934,2,2,2,N,N,1985,10/29/2025,18,340000.0,934.0
1,2695729,89122,RES,S,6114 Saddle Horse AVE,"$340,000 ",1STORY,SFR,"1,157",2,2,2,N,N,2006,10/24/2025,90,340000.0,1157.0
1,2695509,89142,RES,S,2229 Bowstring DR,"$339,999 ",1STORY,SFR,"1,052",2,2,2,N,N,1993,11/7/2025,92,339999.0,1052.0
1,2722145,89107,RES,S,6709 Theus CIR,"$339,990 ",1STORY,SFR,"1,092",2,2,1,N,N,1985,12/17/2025,54,339990.0,1092.0
1,2727662,89123,RES,S,973 Park Walk AVE,"$339,000 ",1STORY,SFR,936,2,2,2,N,N,1998,12/30/2025,48,339000.0,936.0
1,2715523,89048,RES,S,1640 Indole ST,"$338,000 ",1STORY,SFR,"1,000",2,2,12,N,N,1997,11/7/2025,15,338000.0,1000.0
1,2717864,89005,RES,S,573 7th ST,"$337,000 ",1STORY,SFR,816,2,1,1,N,N,1952,11/25/2025,19,337000.0,816.0
1,2706328,89061,RES,S,4398 South Glory Vine LN,"$336,000 ",1STORY,SFR,"1,533",2,2,2,N,N,2016,10/30/2025,60,336000.0,1533.0
1,2722168,89084,RES,S,7453 Widewing DR,"$335,000 ",1STORY,SFR,"1,570",2,2,2,N,N,2007,10/10/2025,11,335000.0,1570.0
1,2713642,89031,RES,S,1132 Turnstone CT,"$335,000 ",1STORY,SFR,"1,043",2,2,2,N,N,1993,11/21/2025,65,335000.0,1043.0
1,2697741,89145,RES,S,7700 Tomich AVE,"$335,000 ",2STORY,SFR,"1,161",2,2,1,N,N,1983,10/24/2025,66,335000.0,1161.0
1,2704649,89149,RES,S,9056 Gabardine AVE,"$333,000 ",2STORY,SFR,"1,318",2,3,1,N,N,2006,11/3/2025,68,333000.0,1318.0
1,2730965,89110,RES,S,5818 Stateline WAY,"$330,000 ",1STORY,SFR,"1,192",2,2,2,N,N,1984,11/14/2025,17,330000.0,1192.0
1,2727320,89061,RES,S,3530 East Malheur AVE,"$330,000 ",1STORY,SFR,"1,540",2,2,2,N,N,2020,12/19/2025,19,330000.0,1540.0
1,2723653,89121,RES,S,3019 Tumwater ST,"$330,000 ",1STORY,SFR,"1,275",2,2,2,N,N,1984,10/29/2025,1,330000.0,1275.0
1,2717449,89118,RES,S,5325 Nellie Bell ST,"$330,000 ",2STORY,SFR,"1,267",2,2,1,N,N,1997,11/7/2025,40,330000.0,1267.0
1,2714122,89015,RES,S,250 Queen Marie CT,"$330,000 ",1STORY,SFR,"1,072",2,2,2,N,N,1982,12/4/2025,64,330000.0,1072.0
1,2709079,89183,RES,S,10147 Village Breeze PL,"$330,000 ",2STORY,SFR,"1,236",2,3,1,N,N,2009,11/4/2025,53,330000.0,1236.0
1,2733717,89048,RES,S,1050 Heritage DR,"$329,000 ",1STORY,SFR,"1,152",2,3,1,N,N,2016,11/25/2025,2,329000.0,1152.0
1,2714479,89142,RES,S,5330 Walton Heath AVE,"$328,000 ",1STORY,SFR,"1,183",2,2,2,N,N,1990,1/6/2026,54,328000.0,1183.0
1,2717297,89183,RES,S,1136 Village Crossing LN,"$327,000 ",2STORY,SFR,"1,236",2,3,1,N,N,2008,12/9/2025,29,327000.0,1236.0
1,2710640,89110,RES,S,4056 East Ogden AVE,"$327,000 ",1STORY,SFR,918,2,2,2,N,N,1983,11/13/2025,57,327000.0,918.0
1,2675632,89156,RES,S,6412 Dallaswood LN,"$326,000 ",1STORY,SFR,"1,198",2,2,2,N,N,1994,10/30/2025,128,326000.0,1198.0
1,2725123,89183,RES,S,1675 Tristan Flower AVE,"$325,000 ",2STORY,SFR,"1,269",2,3,1,N,N,2007,12/5/2025,38,325000.0,1269.0
1,2724049,89143,RES,S,9165 Starling Wing PL,"$325,000 ",2STORY,SFR,"1,476",2,3,2,N,N,2004,12/16/2025,41,325000.0,1476.0
1,2722700,89061,RES,S,3587 East Polk AVE,"$325,000 ",1STORY,SFR,"1,540",2,2,2,N,N,2020,11/20/2025,28,325000.0,1540.0
1,2719857,89183,RES,S,10339 Baby Bud ST,"$325,000 ",2STORY,SFR,"1,188",2,3,1,N,N,2002,12/4/2025,49,325000.0,1188.0
1,2719353,89149,RES,S,9136 Silk Threads AVE,"$325,000 ",2STORY,SFR,"1,318",2,3,1,N,N,2006,10/29/2025,20,325000.0,1318.0
1,2715119,89128,RES,S,7105 Cornflower DR,"$325,000 ",1STORY,SFR,"1,164",2,2,2,N,N,1984,10/29/2025,14,325000.0,1164.0
1,2708379,89122,RES,S,6085 Majestic Wind AVE,"$325,000 ",1STORY,SFR,"1,157",2,2,2,N,N,2007,11/13/2025,64,325000.0,1157.0
1,2706299,89110,RES,S,745 Taft CT,"$325,000 ",2STORY,SFR,"1,222",2,2,2,N,N,1989,10/16/2025,30,325000.0,1222.0
1,2691955,89142,RES,S,6131 Pumpkin Patch AVE,"$325,000 ",1STORY,SFR,"1,194",2,2,2,N,N,1995,10/22/2025,105,325000.0,1194.0
1,2731434,89183,RES,S,10153 Sunshine Village PL,"$324,950 ",2STORY,SFR,"1,304",2,3,1,N,N,2008,11/26/2025,7,324950.0,1304.0
1,2722385,89061,RES,S,4602 Cactus Canyon DR,"$324,900 ",1STORY,SFR,"1,295",2,2,2,N,N,2025,12/31/2025,57,324900.0,1295.0
1,2722780,89014,RES,S,560 Grimsby AVE,"$324,000 ",1STORY,SFR,"1,214",2,1,1,N,N,1984,10/30/2025,11,324000.0,1214.0
1,2714638,89149,RES,S,9056 Picturesque AVE,"$323,000 ",2STORY,SFR,"1,318",2,3,1,N,N,2005,11/14/2025,48,323000.0,1318.0
1,2714308,89134,RES,S,9312 Yucca Blossom DR,"$322,500 ",1STORY,SFR,"1,119",2,2,2,N,N,1991,10/15/2025,34,322500.0,1119.0
1,2727682,89183,RES,S,10376 Mint Leaves ST,"$320,000 ",2STORY,SFR,"1,142",2,3,1,N,N,2002,12/19/2025,35,320000.0,1142.0
1,2722889,89156,RES,S,1676 Buck Island ST,"$320,000 ",2STORY,SFR,"1,144",2,2,1,N,N,2004,12/18/2025,53,320000.0,1144.0
1,2713816,89104,RES,S,1037 Yucca AVE,"$320,000 ",1STORY,SFR,"1,046",2,1,0,N,N,1942,11/17/2025,53,320000.0,1046.0
1,2704606,89183,RES,S,10479 Baby Bud ST,"$320,000 ",2STORY,SFR,"1,142",2,3,1,N,N,2004,10/28/2025,40,320000.0,1142.0
1,2703063,89031,RES,S,1415 Black Hills WAY,"$320,000 ",1STORY,SFR,"1,069",2,2,2,N,N,1989,10/17/2025,53,320000.0,1069.0
1,2696578,89183,RES,S,10414 Midseason Mist ST,"$320,000 ",2STORY,SFR,"1,142",2,3,1,N,N,2003,10/10/2025,52,320000.0,1142.0
1,2714192,89029,RES,S,2847 Cattail Cove ST,"$319,500 ",1STORY,SFR,"1,541",2,2,2,N,N,2004,11/7/2025,15,319500.0,1541.0
1,2687141,89061,RES,S,4130 East Brusca WAY,"$319,000 ",1STORY,SFR,"1,464",2,2,2,N,N,2025,10/24/2025,114,319000.0,1464.0
1,2715594,89061,RES,S,4230 East Brusca WAY,"$317,900 ",1STORY,SFR,"1,464",2,2,2,N,N,2025,11/17/2025,62,317900.0,1464.0
1,2681078,89015,RES,S,403 Woodridge DR,"$316,500 ",1STORY,SFR,"1,116",2,2,2,N,N,1983,12/31/2025,206,316500.0,1116.0
1,2724721,89118,RES,S,6078 Sunken River TRL,"$315,000 ",2STORY,SFR,"1,243",2,2,1,N,N,1996,12/5/2025,5,315000.0,1243.0
1,2722789,89011,RES,S,1936 Bearden AVE,"$315,000 ",1STORY,SFR,948,2,1,0,N,N,1950,10/30/2025,7,315000.0,948.0
1,2721704,89103,RES,S,4481 Ridgeville ST,"$315,000 ",1STORY,SFR,960,2,1,2,N,N,1975,12/9/2025,21,315000.0,960.0
1,2714434,89027,RES,S,490 Ruby DR,"$315,000 ",1STORY,SFR,"1,088",2,2,2,N,N,1997,12/5/2025,48,315000.0,1088.0
1,2671909,89183,RES,S,10366 Midseason Mist ST,"$311,000 ",2STORY,SFR,"1,142",2,3,1,N,N,2002,10/29/2025,188,311000.0,1142.0
1,2735454,89130,RES,S,6709 Rio Sands CT,"$310,000 ",1STORY,SFR,"1,272",2,2,2,Y,Y,1996,12/5/2025,10,310000.0,1272.0
1,2732604,89134,RES,S,2009 Emery ST,"$310,000 ",1STORY,SFR,"1,215",2,2,2,N,N,1997,12/26/2025,13,310000.0,1215.0
1,2723325,89142,RES,S,1224 Pleasant Brook ST,"$310,000 ",1STORY,SFR,869,2,2,2,N,N,1989,1/5/2026,55,310000.0,869.0
1,2711526,89011,RES,S,6914 Graceful Cloud AVE,"$310,000 ",2STORY,SFR,"1,209",2,3,1,N,N,2006,11/25/2025,66,310000.0,1209.0
1,2715401,89061,RES,S,4220 East Brusca WAY,"$309,900 ",1STORY,SFR,"1,345",2,2,2,N,N,2025,10/29/2025,23,309900.0,1345.0
1,2715791,89139,RES,S,8218 Golden Flowers ST,"$308,000 ",2STORY,SFR,"1,362",2,3,1,N,N,2005,10/10/2025,27,308000.0,1362.0
1,2736515,89031,RES,S,3212 Lost Ridge CT,"$305,000 ",1STORY,SFR,951,2,2,2,N,N,1995,12/22/2025,4,305000.0,951.0
1,2730447,89011,RES,S,524 Tabony AVE,"$305,000 ",1STORY,SFR,966,2,2,2,N,N,1986,12/4/2025,5,305000.0,966.0
1,2714028,89012,RES,S,466 Edgefield Ridge PL,"$305,000 ",1STORY,SFR,"1,214",2,2,2,N,N,1998,12/12/2025,32,305000.0,1214.0
1,2703404,89122,RES,S,5196 Mineral Lake DR,"$305,000 ",1STORY,SFR,"1,088",2,2,2,N,N,2001,11/21/2025,91,305000.0,1088.0
1,2687323,89104,RES,S,1720 Eastwood DR,"$305,000 ",1STORY,SFR,"1,006",2,1,0,N,N,1953,10/24/2025,119,305000.0,1006.0
1,2711163,89145,RES,S,621 Jonathan Glen WAY,"$303,000 ",1STORY,SFR,940,2,2,0,N,N,1989,10/10/2025,31,303000.0,940.0
1,2725505,89115,RES,S,4427 East Carey AVE,"$300,000 ",1STORY,SFR,"1,056",2,2,2,N,N,1970,11/21/2025,7,300000.0,1056.0
1,2628851,89061,RES,S,4770 Toscana PL,"$300,000 ",1STORY,SFR,"1,533",2,2,2,N,N,2017,10/10/2025,270,300000.0,1533.0
1,2722501,89123,RES,S,999 Country Skies AVE,"$298,000 ",1STORY,SFR,"1,088",2,2,2,N,N,1998,11/3/2025,28,298000.0,1088.0
1,2742191,89015,RES,S,415 West Atlantic AVE,"$295,000 ",1STORY,SFR,872,2,1,2,N,N,1952,1/7/2026,11,295000.0,872.0
1,2716253,89156,RES,S,6304 Mount Rainier AVE,"$295,000 ",1STORY,SFR,976,2,2,2,N,N,1993,11/12/2025,25,295000.0,976.0
1,2714324,89183,RES,S,9997 Delicate Dew ST,"$295,000 ",2STORY,SFR,885,2,2,1,N,N,2001,10/21/2025,20,295000.0,885.0
1,2717723,89108,RES,S,1817 Ann Greta DR,"$292,500 ",1STORY,SFR,"1,027",2,2,2,N,N,1986,10/15/2025,6,292500.0,1027.0
1,2730848,89156,RES,S,5781 Tierra Mesa AVE,"$292,000 ",2STORY,SFR,"1,144",2,3,1,N,N,2004,12/12/2025,7,292000.0,1144.0
1,2715128,89108,RES,S,1713 Amboy DR,"$292,000 ",1STORY,SFR,916,2,1,1,N,N,1982,12/12/2025,7,292000.0,916.0
1,2735259,89032,RES,S,3203 Kidd ST,"$290,000 ",1STORY,SFR,936,2,1,0,N,N,1984,12/26/2025,23,290000.0,936.0
1,2732333,89081,RES,S,4547 Old Canyon CT,"$290,000 ","1STORY,1STFLR,1LEVEL",SFR,"1,184",2,2,2,N,N,1994,12/12/2025,7,290000.0,1184.0
1,2719498,89104,RES,S,1925 Franklin AVE,"$290,000 ",1STORY,SFR,884,2,1,0,N,N,1951,11/7/2025,18,290000.0,884.0
1,2718284,89147,RES,S,7547 Kalmalii AVE,"$290,000 ",1STORY,SFR,"1,050",2,2,2,N,N,1989,12/12/2025,6,290000.0,1050.0
1,2710259,89031,RES,S,4830 Camino Hermoso,"$290,000 ",2STORY,SFR,"1,770",2,3,2,N,N,1991,10/24/2025,1,290000.0,1770.0
1,2705268,89115,RES,S,4585 Spitfire ST,"$290,000 ",1STORY,SFR,"1,000",2,2,1,N,N,1994,12/23/2025,121,290000.0,1000.0
1,2703949,89029,RES,S,1200 Golf Club DR,"$290,000 ","1STORY,1LEVEL",SFR,"1,967",2,2,3,N,N,2003,10/24/2025,19,290000.0,1967.0
1,2698730,89104,RES,S,1207 Chapman DR,"$290,000 ",1STORY,SFR,"1,254",2,1,0,N,N,1947,11/26/2025,111,290000.0,1254.0
1,2686889,89061,RES,S,4140 East Brusca WAY,"$289,900 ",1STORY,SFR,"1,295",2,2,2,N,N,2025,12/16/2025,137,289900.0,1295.0
1,2721239,89120,RES,S,5326 Beaverhead DR,"$285,000 ",1STORY,SFR,804,2,2,2,N,N,1993,11/17/2025,19,285000.0,804.0
1,2710690,89156,RES,S,2281 Los Feliz ST,"$285,000 ",1STORY,SFR,949,2,2,1,N,Y,1984,10/17/2025,60,285000.0,949.0
1,2705979,89142,RES,S,5783 Typecast RD,"$285,000 ",2STORY,SFR,"1,106",2,3,1,N,N,2007,11/27/2025,64,285000.0,1106.0
1,2711827,89015,RES,S,11 Magnesium ST,"$284,999 ",1STORY,SFR,650,2,1,0,N,N,1942,10/14/2025,33,284999.0,650.0
1,2736779,89074,RES,S,2806 Secret Canyon RD,"$284,000 ",1STORY,SFR,"1,135",2,2,2,N,N,1989,12/17/2025,4,284000.0,1135.0
1,2718148,89048,RES,S,2680 South Blagg RD,"$280,000 ",1STORY,SFR,"1,059",2,1,0,N,N,2017,12/5/2025,65,280000.0,1059.0
1,2714201,89061,RES,S,4240 South Gressa ST,"$280,000 ",1STORY,SFR,"1,460",2,2,2,N,N,2008,11/14/2025,60,280000.0,1460.0
1,2717153,89110,RES,S,4916 Danbrook CT,"$273,000 ",1STORY,SFR,872,2,1,1,N,N,1979,10/16/2025,10,273000.0,872.0
1,2720769,89030,RES,S,2214 Daley ST,"$270,000 ",1STORY,SFR,760,2,1,0,N,N,1950,12/5/2025,56,270000.0,760.0
1,2716055,89011,RES,S,1836 Allen AVE,"$270,000 ",1STORY,SFR,736,2,1,2,N,N,1957,10/28/2025,7,270000.0,736.0
1,2706874,89104,RES,S,3015 Cedar ST,"$268,000 ",1STORY,SFR,780,2,1,0,N,N,1949,10/10/2025,10,268000.0,780.0
1,2724711,89115,RES,S,3895 Tatiana ST,"$265,000 ",1STORY,SFR,766,2,1,1,N,N,1984,11/5/2025,6,265000.0,766.0
1,2712101,89011,RES,S,1844 Allen AVE,"$263,000 ",1STORY,SFR,792,2,1,0,N,N,1974,10/15/2025,33,263000.0,792.0
1,2734781,89032,RES,S,3808 Blue Dawn DR,"$260,000 ",1STORY,SFR,"1,222",2,2,2,N,N,1996,12/3/2025,7,260000.0,1222.0
1,2689190,89104,RES,S,1404 Atlantic ST,"$260,000 ",1STORY,SFR,"1,166",2,2,0,N,N,1953,12/29/2025,175,260000.0,1166.0
1,2732340,89156,RES,S,5207 Paradise Valley AVE,"$255,000 ",2STORY,SFR,868,2,2,1,N,N,2002,12/8/2025,4,255000.0,868.0
1,2705489,89301,RES,S,1142 Murry ST,"$255,000 ","1STORY,BASEMNT",SFR,"1,148",2,1,1,N,N,1942,11/24/2025,91,255000.0,1148.0
1,2731844,89014,RES,S,1020 Caballo BLVD,"$250,000 ","1STORY,MANUFCT",SFR,900,2,2,0,N,N,1978,11/25/2025,12,250000.0,900.0
1,2717525,89108,RES,S,1732 Yellow Rose ST,"$250,000 ",1STORY,SFR,"1,011",2,2,2,N,N,1984,10/29/2025,8,250000.0,1011.0
1,2733231,89110,RES,S,653 Lineshack LN,"$245,000 ",1STORY,SFR,"1,095",2,2,2,N,N,1984,11/24/2025,6,245000.0,1095.0
1,2718088,89030,RES,S,3712 Loyola ST,"$243,500 ",1STORY,SFR,864,2,1,0,N,N,1970,10/10/2025,4,243500.0,864.0
1,2715091,89108,RES,S,1124 Nassau DR,"$231,000 ",1STORY,SFR,"1,000",2,1,0,Y,N,1961,10/29/2025,22,231000.0,1000.0
1,2727741,89142,RES,S,5539 Ballinger DR,"$230,000 ",1STORY,SFR,836,2,2,2,N,N,1989,12/8/2025,40,230000.0,836.0
1,2728151,89104,RES,S,1313 Pauline WAY,"$212,000 ",1STORY,SFR,945,2,1,0,N,N,1953,12/29/2025,18,212000.0,945.0
1,2729748,89301,RES,S,1225 Avenue H,"$188,000 ",1STORY,SFR,"1,082",2,1,0,N,N,1913,12/19/2025,20,188000.0,1082.0
1,2691832,89048,RES,S,1400 Silver Peak AVE,"$185,000 ",1STORY,SFR,"1,456",2,2,2,N,N,1979,10/22/2025,90,185000.0,1456.0
1,2708098,89318,RES,S,7 First ST,"$168,000 ",1STORY,SFR,"1,134",2,1,2,N,N,1930,10/17/2025,53,168000.0,1134.0
1,2727546,89042,RES,S,158 N. 5th ST,"$150,000 ",1STORY,SFR,920,2,1,0,N,N,1932,11/25/2025,5,150000.0,920.0
1,2679770,89040,RES,S,810 Catherine AVE,"$131,000 ",1STORY,SFR,952,2,1,0,N,N,1968,11/7/2025,176,131000.0,952.0
1,2700833,89043,RES,S,336 Hoffman ST,"$130,000 ",1STORY,SFR,"1,324",2,2,0,N,N,1921,11/12/2025,44,130000.0,1324.0
1,2711714,89318,RES,S,14 Avenue G,"$121,000 ",1STORY,SFR,"1,107",2,1,2,N,N,1930,10/10/2025,9,121000.0,1107.0
1,2736405,89031,RES,S,5929 White Coconut CT,"$500,000 ",1STORY,SFR,"1,646",3,2,2,Y,Y,2001,12/5/2025,2,500000.0,1646.0
1,2732632,89148,RES,S,7042 Seat Wall RD,"$500,000 ",2STORY,SFR,"1,996",3,3,2,N,N,2013,12/15/2025,27,500000.0,1996.0
1,2732292,89143,RES,S,9001 Reindeer Lake ST,"$500,000 ",2STORY,SFR,"2,316",3,3,2,N,N,2004,12/16/2025,16,500000.0,2316.0
1,2727920,89148,RES,S,35 Augusta Course AVE,"$500,000 ",1STORY,SFR,"1,848",3,2,2,N,Y,2011,12/11/2025,27,500000.0,1848.0
1,2727483,89074,RES,S,17 Sandwedge DR,"$500,000 ",1STORY,SFR,"1,832",3,2,3,N,N,1992,12/12/2025,38,500000.0,1832.0
1,2725880,89135,RES,S,10982 Village Ridge LN,"$500,000 ",1STORY,SFR,"1,885",3,2,2,Y,Y,2002,12/2/2025,32,500000.0,1885.0
1,2718939,89011,RES,S,1044 Viale Placenza PL,"$500,000 ",1STORY,SFR,"1,955",3,2,2,N,N,2007,11/14/2025,31,500000.0,1955.0
1,2718262,89031,RES,S,4728 Cloudy Morning ST,"$500,000 ",1STORY,SFR,"2,243",3,4,3,N,Y,2011,11/12/2025,5,500000.0,2243.0
1,2717384,89031,RES,S,4623 Reliant ST,"$500,000 ",2STORY,SFR,"2,099",3,3,3,Y,N,1996,10/17/2025,18,500000.0,2099.0
1,2716736,89129,RES,S,8017 Wedlock LN,"$500,000 ",1STORY,SFR,"1,870",3,2,2,N,N,1995,12/19/2025,53,500000.0,1870.0
1,2714471,89178,RES,S,6970 Motley RD,"$500,000 ",1STORY,SFR,"1,970",3,2,2,N,N,2012,11/14/2025,44,500000.0,1970.0
1,2709589,89141,RES,S,4244 Scarlet Cob AVE,"$500,000 ",1STORY,SFR,"1,631",3,2,2,N,N,2023,10/30/2025,25,500000.0,1631.0
1,2709023,89120,RES,S,3994 Ridgewood AVE,"$500,000 ",1STORY,SFR,"1,672",3,2,2,Y,Y,1977,10/30/2025,27,500000.0,1672.0
1,2699043,89123,RES,S,8272 Beaverbrook WAY,"$500,000 ",1STORY,SFR,"1,739",3,2,3,N,N,1993,10/14/2025,84,500000.0,1739.0
1,2690051,89117,RES,S,1536 Brocado LN,"$500,000 ",1STORY,SFR,"1,888",3,2,3,N,N,1989,11/21/2025,136,500000.0,1888.0
